school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2015-2016,41,OREGON,Gresham High School,00000000002183,4106000,00000000002183-00000000000000000986,410600001040,983
2015-2016,41,OREGON,Sam Barlow High School,00000000002183,4106000,00000000002183-00000000000000000987,410600001041,703
2015-2016,41,OREGON,Hollydale Elementary School,00000000002183,4106000,00000000002183-00000000000000000937,410600001303,309
2015-2016,41,OREGON,Hall Elementary School,00000000002183,4106000,00000000002183-00000000000000000936,410600001304,406
2015-2016,41,OREGON,Center for Advanced Learning,00000000002183,4106000,00000000002183-00000000000000003553,410600001571,-1
2015-2016,41,OREGON,Gresham Arthur Academy,00000000002183,4106000,00000000002183-00000000000000004601,410600001733,73
2015-2016,41,OREGON,Lewis and Clark Montessori Charter School,00000000002183,4106000,00000000002183-00000000000000004667,410600001757,87
2015-2016,41,OREGON,Metro East Web Academy,00000000002183,4106000,00000000002183-00000000000000004740,410600001787,-1
2015-2016,41,OREGON,Hogan Cedars Elementary School,00000000002183,4106000,00000000002183-00000000000000003543,410600004182,431
2015-2016,41,OREGON,Springwater Trail High School,00000000002183,4106000,00000000002183-00000000000000003577,410600004183,140
2015-2016,41,OREGON,Harper Charter School,00000000002114,4106120,00000000002114-00000000000000003362,410612000758,67
2015-2016,41,OREGON,Helix School,00000000002201,4106270,00000000002201-00000000000000003364,410627001084,47
2015-2016,41,OREGON,Sandstone Middle School,00000000002206,4106300,00000000002206-00000000000000001333,410630000677,344
2015-2016,41,OREGON,Rocky Heights Elementary School,00000000002206,4106300,00000000002206-00000000000000001036,410630001093,467
2015-2016,41,OREGON,Sunset Elementary School,00000000002206,4106300,00000000002206-00000000000000001037,410630001094,482
2015-2016,41,OREGON,West Park Elementary School,00000000002206,4106300,00000000002206-00000000000000001038,410630001095,427
2015-2016,41,OREGON,Armand Larive Middle School,00000000002206,4106300,00000000002206-00000000000000001039,410630001096,459
2015-2016,41,OREGON,Hermiston High School,00000000002206,4106300,00000000002206-00000000000000001040,410630001097,965
2015-2016,41,OREGON,Highland Hills Elementary School,00000000002206,4106300,00000000002206-00000000000000001034,410630001293,250
2015-2016,41,OREGON,Desert View Elementary School,00000000002206,4106300,00000000002206-00000000000000003426,410630001439,354
2015-2016,41,OREGON,Innovative Learning Center,00000000002206,4106300,00000000002206-00000000000000004743,410630001770,-1
2015-2016,41,OREGON,May Street Elementary School,00000000002024,4106510,00000000002024-00000000000000000362,410651000382,230
2015-2016,41,OREGON,Mid Valley Elementary School,00000000002024,4106510,00000000002024-00000000000000000363,410651000383,413
2015-2016,41,OREGON,Parkdale Elementary School,00000000002024,4106510,00000000002024-00000000000000000364,410651000384,163
2015-2016,41,OREGON,Westside Elementary School,00000000002024,4106510,00000000002024-00000000000000000366,410651000386,213
2015-2016,41,OREGON,Hood River Middle School,00000000002024,4106510,00000000002024-00000000000000000361,410651000387,226
2015-2016,41,OREGON,WyEast Middle School,00000000002024,4106510,00000000002024-00000000000000000367,410651000388,279
2015-2016,41,OREGON,Cascade Locks School,00000000002024,4106510,00000000002024-00000000000000003372,410651000389,47
2015-2016,41,OREGON,Hood River Valley High School,00000000002024,4106510,00000000002024-00000000000000000369,410651000390,736
2015-2016,41,OREGON,Huntington School,00000000001895,4106600,00000000001895-00000000000000003351,410660000011,44
2015-2016,41,OREGON,Imbler Charter School,00000000002215,4106630,00000000002215-00000000000000001079,410663001137,138
2015-2016,41,OREGON,Jefferson Elementary School,00000000002140,4106710,00000000002140-00000000000000000721,410671000769,247
2015-2016,41,OREGON,Jefferson High School,00000000002140,4106710,00000000002140-00000000000000000723,410671000770,196
2015-2016,41,OREGON,Jefferson Middle School,00000000002140,4106710,00000000002140-00000000000000000722,410671001294,107
2015-2016,41,OREGON,Madras Primary School,00000000002053,4106740,00000000002053-00000000000000000430,410674000451,282
2015-2016,41,OREGON,Metolius Elementary School,00000000002053,4106740,00000000002053-00000000000000000431,410674000452,240
2015-2016,41,OREGON,Warm Springs K-8 Academy,00000000002053,4106740,00000000002053-00000000000000000432,410674000454,587
2015-2016,41,OREGON,Madras High School,00000000002053,4106740,00000000002053-00000000000000000434,410674000456,580
2015-2016,41,OREGON,Jefferson County Middle School,00000000002053,4106740,00000000002053-00000000000000001773,410674000656,329
2015-2016,41,OREGON,Big Muddy Elementary,00000000002053,4106740,00000000002053-00000000000000003458,410674001446,-1
2015-2016,41,OREGON,Buff Intermediate School,00000000002053,4106740,00000000002053-00000000000000000429,410674001569,276
2015-2016,41,OREGON,Jewell School,00000000001934,4106750,00000000001934-00000000000000003352,410675000158,89
2015-2016,41,OREGON,Humbolt Elementary School,00000000002008,4106780,00000000002008-00000000000000000327,410678000347,171
2015-2016,41,OREGON,Seneca Elementary School,00000000002008,4106780,00000000002008-00000000000000000330,410678000349,16
2015-2016,41,OREGON,Grant Union Junior/Senior High School,00000000002008,4106780,00000000002008-00000000000000000331,410678000350,133
2015-2016,41,OREGON,Jordan Valley Elementary School,00000000002107,4106820,00000000002107-00000000000000000691,410682000697,-1
2015-2016,41,OREGON,Jordan Valley High School,00000000002107,4106820,00000000002107-00000000000000000712,410682000760,-1
2015-2016,41,OREGON,Rockville Elementary School,00000000002107,4106820,00000000002107-00000000000000003132,410682001423,-1
2015-2016,41,OREGON,Imnaha Elementary School,00000000002219,4106870,00000000002219-00000000000000001084,410687001142,-1
2015-2016,41,OREGON,Joseph Charter School,00000000002219,4106870,00000000002219-00000000000000001087,410687001145,143
2015-2016,41,OREGON,Applegate Elementary School,00000000002055,4106900,00000000002055-00000000000000000402,410690000422,48
2015-2016,41,OREGON,Evergreen Elementary School,00000000002055,4106900,00000000002055-00000000000000000443,410690000465,316
2015-2016,41,OREGON,Fleming Middle School,00000000002055,4106900,00000000002055-00000000000000000444,410690000466,253
2015-2016,41,OREGON,Fruitdale Elementary School,00000000002055,4106900,00000000002055-00000000000000000445,410690000467,235
2015-2016,41,OREGON,Ft Vannoy Elementary School,00000000002055,4106900,00000000002055-00000000000000000446,410690000468,149
2015-2016,41,OREGON,Lincoln Savage Middle School,00000000002055,4106900,00000000002055-00000000000000000448,410690000470,229
2015-2016,41,OREGON,Lorna Byrne Middle School,00000000002055,4106900,00000000002055-00000000000000000449,410690000471,230
2015-2016,41,OREGON,Madrona Elementary School,00000000002055,4106900,00000000002055-00000000000000000450,410690000472,227
2015-2016,41,OREGON,Manzanita Elementary School,00000000002055,4106900,00000000002055-00000000000000000451,410690000473,278
2015-2016,41,OREGON,Williams Elementary School,00000000002055,4106900,00000000002055-00000000000000000453,410690000477,49
2015-2016,41,OREGON,Hidden Valley High School,00000000002055,4106900,00000000002055-00000000000000000455,410690000479,310
2015-2016,41,OREGON,Illinois Valley High School,00000000002055,4106900,00000000002055-00000000000000000456,410690000480,258
2015-2016,41,OREGON,North Valley High School,00000000002055,4106900,00000000002055-00000000000000000457,410690000481,270
2015-2016,41,OREGON,Sunny Wolf Charter School,00000000002055,4106900,00000000002055-00000000000000004823,410690001797,71
2015-2016,41,OREGON,Woodland Charter School,00000000002055,4106900,00000000002055-00000000000000005063,410690001812,-1
2015-2016,41,OREGON,Territorial Elementary School,00000000002091,4106930,00000000002091-00000000000000001297,410693000203,56
2015-2016,41,OREGON,Laurel Elementary School,00000000002091,4106930,00000000002091-00000000000000000595,410693000630,294
2015-2016,41,OREGON,Oaklea Middle School,00000000002091,4106930,00000000002091-00000000000000000596,410693000631,271
2015-2016,41,OREGON,Junction City High School,00000000002091,4106930,00000000002091-00000000000000000597,410693000632,256
2015-2016,41,OREGON,Juntura Elementary School,00000000002109,4106960,00000000002109-00000000000000000700,410696000747,-1
2015-2016,41,OREGON,Chiloquin Elementary School,00000000002057,4107020,00000000002057-00000000000000000468,410702000492,119
2015-2016,41,OREGON,Ferguson Elementary School,00000000002057,4107020,00000000002057-00000000000000000470,410702000495,303
2015-2016,41,OREGON,Gearhart Elementary School,00000000002057,4107020,00000000002057-00000000000000000471,410702000496,9
2015-2016,41,OREGON,Henley Elementary School,00000000002057,4107020,00000000002057-00000000000000000473,410702000498,235
2015-2016,41,OREGON,Keno Elementary School,00000000002057,4107020,00000000002057-00000000000000000474,410702000499,110
2015-2016,41,OREGON,Malin Elementary School,00000000002057,4107020,00000000002057-00000000000000000475,410702000500,103
2015-2016,41,OREGON,Merrill Elementary School,00000000002057,4107020,00000000002057-00000000000000000476,410702000501,88
2015-2016,41,OREGON,Peterson Elementary School,00000000002057,4107020,00000000002057-00000000000000000477,410702000502,368
2015-2016,41,OREGON,Shasta Elementary School,00000000002057,4107020,00000000002057-00000000000000000478,410702000503,322
2015-2016,41,OREGON,Stearns Elementary School,00000000002057,4107020,00000000002057-00000000000000000479,410702000504,270
2015-2016,41,OREGON,Brixner Junior High School,00000000002057,4107020,00000000002057-00000000000000000480,410702000505,240
2015-2016,41,OREGON,Henley Middle School,00000000002057,4107020,00000000002057-00000000000000000481,410702000506,184
2015-2016,41,OREGON,Chiloquin High School,00000000002057,4107020,00000000002057-00000000000000000483,410702000508,115
2015-2016,41,OREGON,Henley High School,00000000002057,4107020,00000000002057-00000000000000000485,410702000510,278
2015-2016,41,OREGON,Lost River High School,00000000002057,4107020,00000000002057-00000000000000000486,410702000511,158
2015-2016,41,OREGON,Mazama High School,00000000002057,4107020,00000000002057-00000000000000000488,410702000513,522
2015-2016,41,OREGON,Bonanza Elementary School,00000000002057,4107020,00000000002057-00000000000000000467,410702001464,159
2015-2016,41,OREGON,Gilchrist Elementary School,00000000002057,4107020,00000000002057-00000000000000000472,410702001465,101
2015-2016,41,OREGON,Bonanza Junior/Senior High School,00000000002057,4107020,00000000002057-00000000000000000482,410702001466,139
2015-2016,41,OREGON,Gilchrist Junior/Senior High School,00000000002057,4107020,00000000002057-00000000000000000484,410702001467,83
2015-2016,41,OREGON,Sage Community School,00000000002057,4107020,00000000002057-00000000000000004581,410702001688,39
2015-2016,41,OREGON,Falcon Heights Academy,00000000002057,4107020,00000000002057-00000000000000004848,410702001807,-1
2015-2016,41,OREGON,Joseph Conger Elementary School,00000000002056,4107080,00000000002056-00000000000000000459,410708000483,294
2015-2016,41,OREGON,Mills Elementary School,00000000002056,4107080,00000000002056-00000000000000000461,410708000485,383
2015-2016,41,OREGON,Pelican Elementary School,00000000002056,4107080,00000000002056-00000000000000000462,410708000486,193
2015-2016,41,OREGON,Ponderosa Middle School,00000000002056,4107080,00000000002056-00000000000000000463,410708000487,426
2015-2016,41,OREGON,Roosevelt Elementary School,00000000002056,4107080,00000000002056-00000000000000000465,410708000489,151
2015-2016,41,OREGON,Klamath Union High School,00000000002056,4107080,00000000002056-00000000000000000487,410708000512,377
2015-2016,41,OREGON,EagleRidge High School,00000000002056,4107080,00000000002056-00000000000000004545,410708001687,132
2015-2016,41,OREGON,Central Elementary School,00000000002212,4107200,00000000002212-00000000000000001066,410720001125,224
2015-2016,41,OREGON,Greenwood Elementary School,00000000002212,4107200,00000000002212-00000000000000001068,410720001126,244
2015-2016,41,OREGON,La Grande Middle School,00000000002212,4107200,00000000002212-00000000000000001072,410720001127,278
2015-2016,41,OREGON,Island City Elementary School,00000000002212,4107200,00000000002212-00000000000000001069,410720001128,129
2015-2016,41,OREGON,La Grande High School,00000000002212,4107200,00000000002212-00000000000000001073,410720001131,297
2015-2016,41,OREGON,Willow Elementary School,00000000002212,4107200,00000000002212-00000000000000001071,410720001768,100
2015-2016,41,OREGON,Forest Hills Elementary School,00000000001923,4107230,00000000001923-00000000000000000053,410723000060,36
2015-2016,41,OREGON,Lake Grove Elementary School,00000000001923,4107230,00000000001923-00000000000000000055,410723000061,40
2015-2016,41,OREGON,River Grove Elementary School,00000000001923,4107230,00000000001923-00000000000000000056,410723000064,68
2015-2016,41,OREGON,Lake Oswego Middle School,00000000001923,4107230,00000000001923-00000000000000000059,410723000066,90
2015-2016,41,OREGON,Lakeridge Middle School,00000000001923,4107230,00000000001923-00000000000000000060,410723000067,86
2015-2016,41,OREGON,Lake Oswego Senior High School,00000000001923,4107230,00000000001923-00000000000000000061,410723000068,109
2015-2016,41,OREGON,Lakeridge High School,00000000001923,4107230,00000000001923-00000000000000000062,410723000069,119
2015-2016,41,OREGON,Westridge Elementary School,00000000001923,4107230,00000000001923-00000000000000000058,410723001307,27
