school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,teachers
2015-2016,41,OREGON,Silverton High School,00000000002138,4111450,00000000002138-00000000000000000812,411145000857,58.95
2015-2016,41,OREGON,The Community Roots School,00000000002138,4111450,00000000002138-00000000000000004746,411145001769,4.57
2015-2016,41,OREGON,Sisters High School,00000000001978,4111490,00000000001978-00000000000000001294,411149000073,18.36
2015-2016,41,OREGON,Sisters Elementary School,00000000001978,4111490,00000000001978-00000000000000000264,411149000283,17
2015-2016,41,OREGON,Sisters Middle School,00000000001978,4111490,00000000001978-00000000000000001293,411149000943,17.79
2015-2016,41,OREGON,Bohemia Elementary School,00000000002087,4111580,00000000002087-00000000000000000573,411158000608,26.9
2015-2016,41,OREGON,Dorena School,00000000002087,4111580,00000000002087-00000000000000000574,411158000609,5.3
2015-2016,41,OREGON,Harrison Elementary School,00000000002087,4111580,00000000002087-00000000000000000576,411158000611,21.75
2015-2016,41,OREGON,Latham Elementary School,00000000002087,4111580,00000000002087-00000000000000000577,411158000612,7.25
2015-2016,41,OREGON,London School,00000000002087,4111580,00000000002087-00000000000000000578,411158000613,4.98
2015-2016,41,OREGON,Lincoln Middle School,00000000002087,4111580,00000000002087-00000000000000000579,411158000614,26.75
2015-2016,41,OREGON,Cottage Grove High School,00000000002087,4111580,00000000002087-00000000000000000580,411158000615,39
2015-2016,41,OREGON,Al Kennedy Alternative High School,00000000002087,4111580,00000000002087-00000000000000001791,411158001390,6.3
2015-2016,41,OREGON,Childs Way Charter School,00000000002087,4111580,00000000002087-00000000000000004395,411158001677,2.9
2015-2016,41,OREGON,Academy for Character Education,00000000002087,4111580,00000000002087-00000000000000004555,411158001727,3.61
2015-2016,41,OREGON,Canyonville School,00000000001994,4111610,00000000001994-00000000000000000289,411161000309,11.67
2015-2016,41,OREGON,Myrtle Creek Elementary School,00000000001994,4111610,00000000001994-00000000000000000290,411161000310,18.66
2015-2016,41,OREGON,Coffenberry Middle School,00000000001994,4111610,00000000001994-00000000000000000291,411161000311,13.5
2015-2016,41,OREGON,Tri City Elementary School,00000000001994,4111610,00000000001994-00000000000000000292,411161000312,14.67
2015-2016,41,OREGON,South Umpqua High School,00000000001994,4111610,00000000001994-00000000000000000293,411161000313,21.5
2015-2016,41,OREGON,Spray School,00000000002247,4111640,00000000002247-00000000000000003403,411164001255,6.5
2015-2016,41,OREGON,Centennial Elementary School,00000000002083,4111670,00000000002083-00000000000000000544,411167000578,20.06
2015-2016,41,OREGON,Douglas Gardens Elementary School,00000000002083,4111670,00000000002083-00000000000000000545,411167000579,16.35
2015-2016,41,OREGON,Elizabeth Page Elementary School,00000000002083,4111670,00000000002083-00000000000000000546,411167000580,19
2015-2016,41,OREGON,Guy Lee Elementary School,00000000002083,4111670,00000000002083-00000000000000000548,411167000582,21.5
2015-2016,41,OREGON,Maple Elementary School,00000000002083,4111670,00000000002083-00000000000000000550,411167000583,17.91
2015-2016,41,OREGON,Mt Vernon Elementary School,00000000002083,4111670,00000000002083-00000000000000000554,411167000586,26.2
2015-2016,41,OREGON,Thurston Elementary School,00000000002083,4111670,00000000002083-00000000000000000556,411167000587,23
2015-2016,41,OREGON,Walterville Elementary School,00000000002083,4111670,00000000002083-00000000000000000558,411167000588,9
2015-2016,41,OREGON,Yolanda Elementary School,00000000002083,4111670,00000000002083-00000000000000000559,411167000589,19.45
2015-2016,41,OREGON,Briggs Middle School,00000000002083,4111670,00000000002083-00000000000000000542,411167000590,21.56
2015-2016,41,OREGON,Hamlin Middle School,00000000002083,4111670,00000000002083-00000000000000000549,411167000591,26.44
2015-2016,41,OREGON,Thurston Middle School,00000000002083,4111670,00000000002083-00000000000000000557,411167000593,25.18
2015-2016,41,OREGON,Springfield High School,00000000002083,4111670,00000000002083-00000000000000000560,411167000594,54.96
2015-2016,41,OREGON,Thurston High School,00000000002083,4111670,00000000002083-00000000000000000561,411167000595,56.58
2015-2016,41,OREGON,Riverbend Elementary School,00000000002083,4111670,00000000002083-00000000000000001352,411167000973,26.34
2015-2016,41,OREGON,Agnes Stewart Middle School,00000000002083,4111670,00000000002083-00000000000000001353,411167000977,22.29
2015-2016,41,OREGON,Gateways High School,00000000002083,4111670,00000000002083-00000000000000001354,411167000978,7.25
2015-2016,41,OREGON,Ridgeview Elementary School,00000000002083,4111670,00000000002083-00000000000000000553,411167001330,19.97
2015-2016,41,OREGON,Willamette Leadership Academy,00000000002083,4111670,00000000002083-00000000000000004058,411167001525,20.48
2015-2016,41,OREGON,Academy of Arts and Academics,00000000002083,4111670,00000000002083-00000000000000004440,411167001641,13.88
2015-2016,41,OREGON,Two Rivers Dos Rios Elementary,00000000002083,4111670,00000000002083-00000000000000005059,411167001815,22.37
2015-2016,41,OREGON,McBride Elementary School,00000000001948,4111720,00000000001948-00000000000000000182,411172000193,35
2015-2016,41,OREGON,St Helens Middle School,00000000001948,4111720,00000000001948-00000000000000000184,411172000195,23.68
2015-2016,41,OREGON,St Helens High School,00000000001948,4111720,00000000001948-00000000000000000185,411172000196,43.68
2015-2016,41,OREGON,Columbia County Education Campus,00000000001948,4111720,00000000001948-00000000000000002716,411172001599,4
2015-2016,41,OREGON,St Helens Arthur Academy,00000000001948,4111720,00000000001948-00000000000000004602,411172001732,13.05
2015-2016,41,OREGON,Lewis & Clark Elementary School,00000000001948,4111720,00000000001948-00000000000000003569,411172004195,38.35
2015-2016,41,OREGON,St Paul Elementary School,00000000002144,4111760,00000000002144-00000000000000000778,411176000823,8.6
2015-2016,41,OREGON,St Paul High School,00000000002144,4111760,00000000002144-00000000000000000779,411176000824,9.2
2015-2016,41,OREGON,Stanfield Elementary School,00000000002209,4111790,00000000002209-00000000000000001060,411179001119,15.55
2015-2016,41,OREGON,Stanfield Secondary School,00000000002209,4111790,00000000002209-00000000000000001061,411179001120,12.4
2015-2016,41,OREGON,Suntex Elementary School,00000000002018,4111910,00000000002018-00000000000000000349,411191000368,2
2015-2016,41,OREGON,East Sutherlin Primary School,00000000002003,4111940,00000000002003-00000000000000000318,411194000338,22.58
2015-2016,41,OREGON,Sutherlin Middle School,00000000002003,4111940,00000000002003-00000000000000000319,411194000339,12
2015-2016,41,OREGON,West Sutherlin Intermediate,00000000002003,4111940,00000000002003-00000000000000000320,411194000340,14.32
2015-2016,41,OREGON,Sutherlin High School,00000000002003,4111940,00000000002003-00000000000000000321,411194000341,24.64
2015-2016,41,OREGON,Foster Elementary School,00000000002102,4111970,00000000002102-00000000000000000662,411197000701,14.5
2015-2016,41,OREGON,Hawthorne Elementary School,00000000002102,4111970,00000000002102-00000000000000000663,411197000702,16.5
2015-2016,41,OREGON,Holley Elementary School,00000000002102,4111970,00000000002102-00000000000000000664,411197000703,7.5
2015-2016,41,OREGON,Oak Heights Elementary School,00000000002102,4111970,00000000002102-00000000000000000666,411197000706,14.98
2015-2016,41,OREGON,Sweet Home Junior High School,00000000002102,4111970,00000000002102-00000000000000000668,411197000707,18.25
2015-2016,41,OREGON,Sweet Home High School,00000000002102,4111970,00000000002102-00000000000000000669,411197000708,36.71
2015-2016,41,OREGON,Sweet Home Charter School,00000000002102,4111970,00000000002102-00000000000000004484,411197001643,10
2015-2016,41,OREGON,Hazelbrook Middle School,00000000002242,4112240,00000000002242-00000000000000001300,411224000381,48.55
2015-2016,41,OREGON,Tualatin High School,00000000002242,4112240,00000000002242-00000000000000001301,411224000440,91.63
2015-2016,41,OREGON,Charles F Tigard Elementary School,00000000002242,4112240,00000000002242-00000000000000001136,411224001190,28.29
2015-2016,41,OREGON,Durham Elementary School,00000000002242,4112240,00000000002242-00000000000000001138,411224001191,32.16
2015-2016,41,OREGON,James Templeton Elementary School,00000000002242,4112240,00000000002242-00000000000000001139,411224001192,31.89
2015-2016,41,OREGON,Metzger Elementary School,00000000002242,4112240,00000000002242-00000000000000001140,411224001193,36.29
2015-2016,41,OREGON,Tualatin Elementary School,00000000002242,4112240,00000000002242-00000000000000001143,411224001195,31.42
2015-2016,41,OREGON,Thomas R Fowler Middle School,00000000002242,4112240,00000000002242-00000000000000001144,411224001196,41.85
2015-2016,41,OREGON,Twality Middle School,00000000002242,4112240,00000000002242-00000000000000001145,411224001197,52.75
2015-2016,41,OREGON,Tigard High School,00000000002242,4112240,00000000002242-00000000000000001146,411224001198,90.97
2015-2016,41,OREGON,Deer Creek Elementary School,00000000002242,4112240,00000000002242-00000000000000001369,411224001261,30.7
2015-2016,41,OREGON,Edward Byrom Elementary School,00000000002242,4112240,00000000002242-00000000000000001142,411224001298,27.41
2015-2016,41,OREGON,Mary Woodward Elementary School,00000000002242,4112240,00000000002242-00000000000000001137,411224001299,24.93
2015-2016,41,OREGON,Bridgeport Elementary School,00000000002242,4112240,00000000002242-00000000000000001135,411224001331,30.26
2015-2016,41,OREGON,Alberta Rider Elementary School,00000000002242,4112240,00000000002242-00000000000000004364,411224001668,28.38
2015-2016,41,OREGON,Durham Center,00000000002242,4112240,00000000002242-00000000000000002714,411224001722,9.62
2015-2016,41,OREGON,Multi-sensory Instruction Teaching Children Hands-On (MITCH),00000000002242,4112240,00000000002242-00000000000000003579,411224004176,14.16
2015-2016,41,OREGON,East Elementary School,00000000002197,4112320,00000000002197-00000000000000001012,411232001070,21.8
2015-2016,41,OREGON,Liberty Elementary School,00000000002197,4112320,00000000002197-00000000000000001013,411232001071,17.56
2015-2016,41,OREGON,South Prairie Elementary School,00000000002197,4112320,00000000002197-00000000000000001014,411232001072,16.14
2015-2016,41,OREGON,Tillamook Junior High School,00000000002197,4112320,00000000002197-00000000000000001016,411232001074,14.27
2015-2016,41,OREGON,Tillamook High School,00000000002197,4112320,00000000002197-00000000000000001017,411232001075,31.28
2015-2016,41,OREGON,Troy Elementary School,00000000002222,4112360,00000000002222-00000000000000001092,411236001150,1
2015-2016,41,OREGON,Ukiah School,00000000002210,4112540,00000000002210-00000000000000003432,411254001122,6
2015-2016,41,OREGON,Clara Brownell Middle School,00000000002204,4112600,00000000002204-00000000000000001031,411260001090,14.9
2015-2016,41,OREGON,McNary Heights Elementary School,00000000002204,4112600,00000000002204-00000000000000001032,411260001091,38.9
2015-2016,41,OREGON,Umatilla High School,00000000002204,4112600,00000000002204-00000000000000001033,411260001092,17.1
2015-2016,41,OREGON,Union Elementary School,00000000002213,4112690,00000000002213-00000000000000001074,411269001132,8
2015-2016,41,OREGON,Union High School,00000000002213,4112690,00000000002213-00000000000000001075,411269001133,9.17
2015-2016,41,OREGON,Mist Elementary School,00000000001947,4112930,00000000001947-00000000000000000176,411293000186,1
2015-2016,41,OREGON,Vernonia Elementary School,00000000001947,4112930,00000000001947-00000000000000000177,411293000187,11.26
2015-2016,41,OREGON,Vernonia High School,00000000001947,4112930,00000000001947-00000000000000000178,411293000188,10.78
2015-2016,41,OREGON,Vernonia Middle School,00000000001947,4112930,00000000001947-00000000000000004396,411293001673,7.03
2015-2016,41,OREGON,Wallowa High School,00000000002220,4112990,00000000002220-00000000000000001089,411299001147,8.38
2015-2016,41,OREGON,Wallowa Elementary School,00000000002220,4112990,00000000002220-00000000000000001088,411299001371,10.01
2015-2016,41,OREGON,Warrenton Grade School,00000000001936,4113080,00000000001936-00000000000000000156,411308000166,37.72
2015-2016,41,OREGON,Warrenton High School,00000000001936,4113080,00000000001936-00000000000000000157,411308000167,15.3
2015-2016,41,OREGON,Cedaroak Park Primary School,00000000001922,4113170,00000000001922-00000000000000000045,411317000053,15.2
2015-2016,41,OREGON,Stafford Primary School,00000000001922,4113170,00000000001922-00000000000000000047,411317000054,22.8
2015-2016,41,OREGON,Sunset Primary School,00000000001922,4113170,00000000001922-00000000000000000048,411317000055,15.5
2015-2016,41,OREGON,Athey Creek Middle School,00000000001922,4113170,00000000001922-00000000000000001287,411317000056,35.39
2015-2016,41,OREGON,West Linn High School,00000000001922,4113170,00000000001922-00000000000000000051,411317000058,74.45
2015-2016,41,OREGON,Wilsonville High School,00000000001922,4113170,00000000001922-00000000000000001323,411317000574,54.74
2015-2016,41,OREGON,Inza R Wood Middle School,00000000001922,4113170,00000000001922-00000000000000000046,411317001318,42.39
2015-2016,41,OREGON,Boeckman Creek Primary School,00000000001922,4113170,00000000001922-00000000000000001272,411317001356,24.68
2015-2016,41,OREGON,Willamette Primary School,00000000001922,4113170,00000000001922-00000000000000001286,411317001377,27.48
2015-2016,41,OREGON,Rosemont Ridge Middle School,00000000001922,4113170,00000000001922-00000000000000002787,411317001414,38.45
2015-2016,41,OREGON,Three Rivers Charter School,00000000001922,4113170,00000000001922-00000000000000003452,411317001437,6
2015-2016,41,OREGON,Bolton Primary School,00000000001922,4113170,00000000001922-00000000000000003455,411317001447,20.39
2015-2016,41,OREGON,Boones Ferry Primary School,00000000001922,4113170,00000000001922-00000000000000003913,411317001575,32.5
2015-2016,41,OREGON,Arts and Technology High School,00000000001922,4113170,00000000001922-00000000000000004773,411317001786,7.88
2015-2016,41,OREGON,Lowrie Primary School,00000000001922,4113170,00000000001922-00000000000000005056,411317001822,32.29
2015-2016,41,OREGON,Trillium Creek Primary School,00000000001922,4113170,00000000001922-00000000000000005057,411317001825,26.5
